# Unfiltered equatorial (tropical) temperature through time, from Scotese et al., ESR 2021
# time (Ma)   temperature (deg C)
457	25.07
458	25.47
459	25.89
460	26.28
461	26.65
462	26.99
463	26.97
464	26.87
465	26.55
466	26.03
467	25.96
468	26.03
469	26.11
470	26.20
471	26.35
472	26.78
473	26.95
474	27.03
475	27.03
476	27.02
477	27.06
478	27.12
479	27.18
480	27.40
481	27.56
482	27.74
483	27.95
484	28.10
485	28.27
486	28.56
487	30.05
488	28.80
489	28.89
490	29.07
491	29.25
492	29.35
493	29.39
494	29.03
495	28.17
496	27.81
497	27.80
498	28.73
499	28.98
500	28.87
501	28.93
502	28.94
503	28.72
504	28.85
505	29.68
506	29.53
507	29.21
508	29.04
509	29.21
510	30.50
511	29.67
512	28.42
513	28.40
514	28.29
515	29.71
516	29.99
517	29.53
518	29.08
519	29.02
520	29.24
521	30.13
522	31.16
523	30.87
524	30.24
525	30.17
526	30.51
527	28.66
528	28.69
529	29.15
530	30.20
531	30.55
532	29.87
533	30.30
534	31.22
535	31.25
536	30.70
537	30.77
538	31.75
539	32.67
540	33.05
