# Polar temperature through time, interpolated at 1my intervals, based on Scotese et al., ESR 2021
# time (Ma)   temperature (deg C)
422	-5.62
423	-6.35
424	-6.60
425	-6.57
426	-6.99
427	-8.01
428	-9.02
429	-9.90
430	-10.57
431	-10.22
432	-9.06
433	-7.58
434	-6.00
435	-4.61
436	-4.01
437	-4.43
438	-5.33
439	-7.25
440	-10.14
441	-13.68
442	-19.60
443	-27.22
444	-32.20
445	-33.50
446	-31.68
447	-27.18
448	-21.75
449	-17.06
450	-14.22
451	-13.38
452	-13.26
453	-13.43
454	-13.50
455	-13.27
456	-12.24
457	-10.94
458	-9.65
459	-8.49
460	-7.36
461	-6.31
462	-5.42
463	-4.87
464	-4.70
465	-4.96
466	-5.27
467	-5.60
468	-5.91
469	-5.87
470	-5.30
471	-4.38
472	-3.26
473	-2.38
474	-2.09
475	-1.85
476	-1.59
477	-1.34
478	-1.10
479	-0.84
480	0.26
481	1.79
482	2.46
483	3.04
484	3.53
485	3.99
486	4.51
487	5.65
488	6.60
489	5.84
490	5.74
491	5.93
492	6.26
493	6.45
494	6.28
495	5.27
496	4.20
497	3.32
498	3.51
499	5.27
500	5.36
